회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,구매횟수,최근구매일자,총구매금액,연령대
1444079360,정상회원,수지구-동천동,여,40.0,신청,.,normal,48.0,2022-09-17,459133.0,40대
1444424576,정상회원,분당구-백현동,여,41.0,미신청,.,normal,1.0,2022-06-29,22399.0,40대
1444502528,정상회원,수지구-신봉동,여,40.0,미신청,.,normal,20.0,2022-10-28,174303.0,40대
144454336,정상회원,분당구-정자동,여,50.0,미신청,.,normal,8.0,2022-07-01,89978.0,50대
1444597184,정상회원,수지구-풍덕천동,여,51.0,신청,.,normal,42.0,2022-10-23,469703.0,50대
1444832896,정상회원,수지구-신봉동,여,36.0,미신청,.,normal,3.0,2022-10-27,15699.0,30대
1444912704,정상회원,수지구-풍덕천동,남,37.0,미신청,.,normal,41.0,2022-09-05,495489.0,30대
144519296,정상회원,수지구-상현동,여,49.0,미신청,.,normal,2.0,2022-07-25,17804.0,40대
1445274624,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,4.0,2022-08-22,41352.0,50대
1445521472,정상회원,수지구-동천동,여,47.0,미신청,.,normal,19.0,2022-09-29,187612.0,40대
1445842560,정상회원,수지구-성복동,여,61.0,신청,.,normal,75.0,2022-08-22,775816.0,60대
1445952064,정상회원,수원 영통구-기타,여,51.0,미신청,.,normal,1.0,2022-09-20,15507.0,50대
1446061568,정상회원,기흥구-보정동,여,33.0,미신청,.,normal,9.0,2022-08-19,126352.0,30대
1446198912,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,4.0,2022-08-30,42405.0,40대
1446733440,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,4.0,2022-06-27,60178.0,40대
1446855936,정상회원,수원 영통구-기타,여,39.0,미신청,.,normal,2.0,2022-08-15,19910.0,30대
1446982144,정상회원,수지구-동천동,여,43.0,미신청,.,normal,22.0,2022-10-16,243129.0,40대
1447305088,정상회원,광주-기타,여,32.0,미신청,.,normal,4.0,2022-06-22,35034.0,30대
144730880,정상회원,광주-오포읍,여,61.0,미신청,.,normal,1.0,2022-10-22,7275.0,60대
1447314368,정상회원,수지구-풍덕천동,남,35.0,미신청,.,normal,3.0,2022-08-22,20484.0,30대
1447334784,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,12.0,2022-10-07,71502.0,50대
1447390464,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,13.0,2022-08-09,132476.0,40대
1447420160,정상회원,수지구-풍덕천동,여,34.0,미신청,수신,normal,69.0,2022-10-23,488490.0,30대
1447568640,정상회원,수지구-신봉동,여,39.0,신청,.,normal,84.0,2022-09-14,850674.0,30대
1447670720,정상회원,수원 영통구-기타,여,35.0,미신청,수신,normal,2.0,2022-07-20,7466.0,30대
1447995520,정상회원,수지구-풍덕천동,여,32.0,미신청,.,normal,1.0,2022-01-30,24505.0,30대
1448132864,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,37.0,2022-10-10,406545.0,30대
1448225664,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,29.0,2022-03-20,295200.0,30대
1448346304,정상회원,수원 영통구-기타,남,47.0,미신청,.,normal,8.0,2022-03-18,53795.0,40대
1448582016,정상회원,수지구-상현동,여,45.0,미신청,.,normal,7.0,2022-06-11,119844.0,40대
1448758336,정상회원,수지구-풍덕천동,남,45.0,미신청,.,normal,39.0,2022-10-30,419966.0,40대
1448762048,정상회원,수지구-상현동,여,41.0,미신청,.,normal,27.0,2022-10-25,187782.0,40대
1448834432,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,11.0,2022-09-04,96102.0,30대
1448882688,정상회원,기타-기타,여,36.0,미신청,.,normal,2.0,2022-10-13,20484.0,30대
1449027456,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,23.0,2022-10-26,160716.0,40대
1449159232,정상회원,수지구-상현동,남,37.0,미신청,.,normal,1.0,2022-09-30,4977.0,30대
1449313280,정상회원,수지구-상현동,여,34.0,미신청,.,normal,10.0,2022-08-23,113716.0,30대
1449326272,정상회원,수원 영통구-기타,여,34.0,미신청,.,normal,3.0,2022-05-25,12347.0,30대
1449686336,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,10.0,2022-08-31,107207.0,40대
1449693760,정상회원,수원 영통구-기타,여,38.0,미신청,.,normal,7.0,2022-07-06,86586.0,30대
1449831104,정상회원,수지구-동천동,여,39.0,미신청,.,normal,19.0,2022-10-23,190294.0,30대
1449838528,정상회원,수지구-상현동,여,38.0,미신청,.,normal,1.0,2022-05-24,25845.0,30대
1450293248,정상회원,수지구-신봉동,여,49.0,신청,.,normal,49.0,2022-10-29,589735.0,40대
1450354496,정상회원,수지구-성복동,여,34.0,미신청,.,normal,3.0,2022-02-20,31109.0,30대
1450541952,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,15.0,2022-10-28,100029.0,30대
1450592064,정상회원,수지구-상현동,여,78.0,미신청,.,normal,95.0,2022-10-23,1396663.0,70대
145085376,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,8.0,2022-10-16,64516.0,40대
145087232,정상회원,수지구-상현동,여,74.0,미신청,.,normal,2.0,2022-01-16,14741.0,70대
1450933568,정상회원,수지구-풍덕천동,여,38.0,미신청,수신,normal,129.0,2022-10-28,1252912.0,30대
1451052352,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,6.0,2022-10-21,72556.0,30대
1451083904,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,12.0,2022-09-11,64037.0,30대
1451258368,정상회원,수지구-성복동,여,42.0,미신청,.,normal,3.0,2022-08-31,17996.0,40대
1451401280,정상회원,수지구-상현동,여,66.0,신청,.,normal,26.0,2022-10-12,969076.0,60대
1451718656,정상회원,수지구-성복동,여,37.0,미신청,.,normal,37.0,2022-10-14,264533.0,30대
1451778048,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,4.0,2022-07-14,44031.0,40대
1451794752,정상회원,수지구-풍덕천동,여,29.0,미신청,.,normal,10.0,2022-06-05,177600.0,20대
1452032320,정상회원,처인구-고림동,여,34.0,미신청,.,normal,1.0,2022-01-19,4977.0,30대
1452266176,정상회원,수지구-죽전동,여,58.0,미신청,.,normal,5.0,2022-08-19,72557.0,50대
1452282880,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,normal,74.0,2022-10-21,517084.0,50대
1452286592,정상회원,기흥구-보정동,남,48.0,신청,.,normal,30.0,2022-10-23,700675.0,40대
1452332992,정상회원,수지구-상현동,여,43.0,미신청,.,normal,17.0,2022-07-15,224083.0,40대
1452336704,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,4.0,2022-09-06,36566.0,30대
1452709760,정상회원,기흥구-죽전동,여,59.0,미신청,.,normal,86.0,2022-10-23,1324866.0,50대
1452878656,정상회원,수지구-상현동,여,31.0,미신청,.,normal,19.0,2022-10-16,203406.0,30대
1453082816,정상회원,수지구-신봉동,여,42.0,신청,.,normal,82.0,2022-10-26,688684.0,40대
1453088384,정상회원,기타-기타,여,36.0,미신청,.,normal,10.0,2022-02-09,82607.0,30대
1453092096,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,43.0,2022-10-27,372715.0,30대
1453366784,정상회원,수지구-상현동,여,39.0,미신청,.,normal,33.0,2022-09-13,250669.0,30대
1453520832,정상회원,수지구-상현동,여,31.0,미신청,.,normal,23.0,2022-08-16,200344.0,30대
1453775104,정상회원,수원 영통구-기타,여,33.0,미신청,.,normal,4.0,2022-05-26,34938.0,30대
1453845632,정상회원,기흥구-마북동,여,34.0,미신청,.,normal,1.0,2022-05-23,4595.0,30대
1453999680,정상회원,수지구-신봉동,여,45.0,미신청,.,normal,5.0,2022-10-07,36470.0,40대
1454018240,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,17.0,2022-09-12,128744.0,40대
1454021952,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,11.0,2022-09-14,78777.0,40대
1454040512,정상회원,수지구-신봉동,여,42.0,미신청,.,normal,3.0,2022-02-25,51900.0,40대
1454053504,정상회원,수지구-상현동,여,40.0,미신청,.,normal,17.0,2022-09-07,184453.0,40대
1454068352,정상회원,분당구-분당동,여,45.0,신청,.,normal,47.0,2022-10-28,719994.0,40대
1454105472,정상회원,수지구-풍덕천동,여,65.0,미신청,.,normal,3.0,2022-02-13,34880.0,60대
1454565760,정상회원,수지구-상현동,여,40.0,미신청,.,normal,3.0,2022-05-19,22208.0,40대
1454864576,정상회원,수지구-풍덕천동,여,31.0,미신청,.,normal,27.0,2022-09-21,267826.0,30대
1454988928,정상회원,수지구-죽전동,남,39.0,미신청,.,normal,1.0,2022-03-27,38288.0,30대
1454990784,정상회원,수지구-상현동,남,48.0,미신청,.,normal,8.0,2022-08-19,73227.0,40대
145512256,정상회원,수지구-동천동,여,61.0,미신청,.,normal,129.0,2022-10-11,1204392.0,60대
1455491904,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,25.0,2022-09-16,260362.0,30대
1455796288,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,24.0,2022-10-20,246821.0,40대
1455805568,정상회원,수지구-상현동,여,49.0,미신청,.,normal,2.0,2022-06-24,30440.0,40대
1456026432,정상회원,기타-기타,여,55.0,미신청,.,normal,7.0,2022-10-13,106154.0,50대
1456063552,정상회원,수지구-풍덕천동,여,70.0,신청,.,normal,25.0,2022-09-21,396570.0,70대
1456070976,정상회원,수지구-풍덕천동,여,29.0,신청,.,normal,79.0,2022-10-26,462498.0,20대
1456282560,정상회원,기타-기타,여,38.0,미신청,.,normal,2.0,2022-06-07,13018.0,30대
1456397632,정상회원,수지구-신봉동,여,55.0,미신청,.,normal,1.0,2022-01-23,5552.0,50대
1456674176,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,4.0,2022-01-01,29674.0,30대
1456948864,정상회원,기흥구-상갈동,남,29.0,미신청,.,normal,23.0,2022-10-03,190102.0,20대
1456960000,정상회원,수지구-성복동,여,58.0,신청,.,normal,67.0,2022-10-24,999034.0,50대
1456997120,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,3.0,2022-06-18,39436.0,50대
1457236544,정상회원,수지구-신봉동,여,34.0,미신청,.,normal,5.0,2022-09-27,82320.0,30대
1457440704,정상회원,수지구-신봉동,여,75.0,미신청,.,normal,20.0,2022-10-28,149324.0,70대
1457925120,정상회원,수지구-풍덕천동,여,72.0,미신청,.,normal,20.0,2022-10-27,219972.0,70대
1457932544,정상회원,분당구-삼평동,여,35.0,미신청,.,normal,1.0,2022-08-18,6892.0,30대
1457999360,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,26.0,2022-10-26,287160.0,30대
1458209088,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,1.0,2022-03-11,2489.0,30대
1458210944,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,9.0,2022-03-15,97290.0,30대
1458235072,정상회원,수지구-상현동,여,35.0,미신청,.,normal,12.0,2022-08-13,77725.0,30대
1458478208,정상회원,서울 강남구-기타,남,44.0,미신청,.,normal,1.0,2022-01-20,26802.0,40대
1458543168,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,39.0,2022-10-18,303245.0,50대
1458548736,정상회원,기타-기타,여,36.0,미신청,.,normal,11.0,2022-06-08,42214.0,30대
1458554304,정상회원,기타-기타,여,50.0,미신청,.,normal,1.0,2022-01-26,-7275.0,50대
1458558016,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,5.0,2022-03-10,27377.0,30대
1458673088,정상회원,수지구-상현동,여,43.0,미신청,.,normal,4.0,2022-06-04,87680.0,40대
1458687936,정상회원,수지구-풍덕천동,여,31.0,미신청,.,normal,30.0,2022-10-20,277400.0,30대
1458788160,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,7.0,2022-08-03,31109.0,30대
1459120384,정상회원,수지구-풍덕천동,남,40.0,미신청,.,normal,11.0,2022-10-26,110346.0,40대
145916864,정상회원,수지구-상현동,여,42.0,미신청,.,normal,5.0,2022-05-03,49106.0,40대
1459322688,정상회원,수지구-풍덕천동,여,65.0,미신청,.,normal,28.0,2022-09-27,251555.0,60대
1459471168,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,1.0,2022-04-04,7083.0,30대
1459541696,정상회원,수지구-풍덕천동,여,59.0,미신청,.,VIP,71.0,2022-10-16,443091.0,50대
1460007552,정상회원,분당구-판교동,여,41.0,미신청,.,normal,7.0,2022-09-18,52933.0,40대
1460209856,정상회원,수지구-풍덕천동,여,39.0,미신청,.,normal,6.0,2022-09-16,71406.0,30대
1460332352,정상회원,기흥구-보정동,여,42.0,미신청,.,normal,4.0,2022-08-31,46137.0,40대
1460831616,정상회원,수지구-신봉동,여,79.0,신청,.,normal,64.0,2022-10-14,693693.0,70대
1460996800,탈퇴,수지구-풍덕천동,남,82.0,미신청,.,normal,1.0,2022-02-26,6892.0,80대
1461065472,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,13.0,2022-09-21,83659.0,60대
1461113728,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,6.0,2022-03-08,98018.0,50대
1461117440,정상회원,수지구-상현동,여,43.0,미신청,.,normal,16.0,2022-10-19,163682.0,40대
1461186112,정상회원,수지구-동천동,여,37.0,미신청,.,normal,3.0,2022-02-03,24121.0,30대
1461575872,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,18.0,2022-09-02,225756.0,30대
1461614848,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,124.0,2022-10-29,949205.0,40대
1461781888,정상회원,수지구-신봉동,여,56.0,미신청,.,normal,4.0,2022-10-16,35992.0,50대
1461839424,정상회원,수지구-상현동,여,40.0,미신청,.,normal,5.0,2022-10-07,39437.0,40대
1461878400,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,1.0,2022-05-23,5743.0,30대
1462034304,정상회원,기흥구-보정동,여,37.0,미신청,.,normal,13.0,2022-09-16,120992.0,30대
1462960448,정상회원,수지구-동천동,여,40.0,미신청,.,normal,1.0,2022-05-06,7083.0,40대
146297344,정상회원,수지구-성복동,여,51.0,미신청,수신,normal,26.0,2022-09-20,305924.0,50대
1462986432,정상회원,수지구-동천동,여,45.0,미신청,.,normal,2.0,2022-01-18,375225.0,40대
1463546944,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,8.0,2022-10-30,40203.0,40대
1463708416,정상회원,기흥구-청덕동,여,50.0,미신청,.,normal,2.0,2022-03-04,49584.0,50대
1463738112,정상회원,수지구-성복동,여,85.0,미신청,.,normal,50.0,2022-10-29,489231.0,80대
1463838336,정상회원,수지구-죽전동,여,38.0,미신청,.,normal,6.0,2022-08-18,40202.0,30대
1464172416,정상회원,분당구-금곡동,여,43.0,미신청,.,normal,1.0,2022-01-29,4595.0,40대
1464218816,정상회원,수지구-풍덕천동,여,56.0,미신청,.,normal,30.0,2022-10-01,254674.0,50대
1464487936,정상회원,분당구-백현동,여,51.0,미신청,.,normal,2.0,2022-06-21,23739.0,50대
1464571456,정상회원,수지구-상현동,여,40.0,미신청,.,normal,74.0,2022-10-28,882737.0,40대
1464601152,정상회원,수지구-상현동,여,38.0,미신청,.,normal,12.0,2022-10-17,108451.0,30대
1464738496,정상회원,기흥구-보정동,여,41.0,미신청,.,normal,8.0,2022-05-27,96869.0,40대
1464777472,정상회원,수지구-동천동,여,69.0,미신청,.,normal,7.0,2022-10-22,55519.0,60대
1464786752,정상회원,수지구-풍덕천동,여,47.0,신청,.,normal,32.0,2022-08-31,552096.0,40대
1464810880,정상회원,수원 영통구-기타,여,35.0,미신청,.,normal,6.0,2022-03-09,29292.0,30대
1465061440,정상회원,수지구-풍덕천동,여,34.0,미신청,수신,normal,7.0,2022-10-22,40107.0,30대
1465260032,탈퇴,수지구-상현동,여,54.0,미신청,.,normal,2.0,2022-02-19,20484.0,50대
1465512448,정상회원,수지구-상현동,여,34.0,미신청,.,normal,76.0,2022-10-29,758253.0,30대
1465761152,정상회원,기타-기타,여,35.0,미신청,.,normal,6.0,2022-02-23,76482.0,30대
1465798272,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,2.0,2022-03-13,38192.0,40대
1466037696,정상회원,수지구-상현동,여,77.0,미신청,.,normal,13.0,2022-09-21,118178.0,70대
1466403328,정상회원,수지구-상현동,남,49.0,미신청,.,normal,76.0,2022-10-29,566533.0,40대
1466429312,정상회원,기흥구-동백동,여,34.0,미신청,.,normal,44.0,2022-10-30,606488.0,30대
1466819072,정상회원,수지구-죽전동,여,40.0,미신청,.,normal,2.0,2022-09-11,50349.0,40대
1466830208,정상회원,수지구-풍덕천동,여,40.0,미신청,.,normal,11.0,2022-04-29,82320.0,40대
1466906304,정상회원,수지구-상현동,여,43.0,미신청,.,normal,33.0,2022-10-09,166748.0,40대
1466973120,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,2.0,2022-10-17,23739.0,40대
1467025088,정상회원,수지구-상현동,여,35.0,미신청,.,normal,8.0,2022-07-23,51307.0,30대
1467294208,정상회원,기타-기타,남,42.0,미신청,.,normal,1.0,2022-03-02,6700.0,40대
1467550336,정상회원,수지구-풍덕천동,남,54.0,미신청,.,normal,1.0,2022-10-28,10625.0,50대
1468003200,정상회원,수지구-상현동,여,62.0,신청,.,normal,39.0,2022-07-19,632542.0,60대
1468157248,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,2.0,2022-10-16,16272.0,30대
1468346560,정상회원,수지구-상현동,여,40.0,미신청,.,normal,5.0,2022-04-20,34842.0,40대
1468569280,정상회원,기타-기타,여,58.0,미신청,.,normal,9.0,2022-10-29,201970.0,50대
146876416,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,21.0,2022-10-19,403527.0,50대
1468988736,정상회원,수지구-상현동,여,37.0,미신청,.,normal,19.0,2022-10-28,122520.0,30대
1469007296,정상회원,수지구-동천동,여,47.0,미신청,.,normal,19.0,2022-10-11,197375.0,40대
1469046272,정상회원,수지구-신봉동,여,51.0,미신청,.,normal,15.0,2022-10-28,252320.0,50대
1469256000,정상회원,수지구-풍덕천동,여,38.0,미신청,.,normal,21.0,2022-10-12,167032.0,30대
1469359936,정상회원,수지구-동천동,여,41.0,미신청,.,normal,5.0,2022-07-04,48435.0,40대
1469419328,정상회원,수지구-상현동,여,36.0,미신청,.,normal,46.0,2022-10-13,390404.0,30대
1469467584,정상회원,수지구-성복동,여,35.0,미신청,.,normal,25.0,2022-10-28,166841.0,30대
1469577088,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,3.0,2022-04-02,44797.0,40대
1469738560,정상회원,수원 장안구-기타,여,48.0,미신청,.,normal,3.0,2022-08-08,42500.0,40대
1469825792,정상회원,수정구-위례(창곡)동,여,65.0,미신청,.,normal,18.0,2022-10-28,212500.0,60대
1469926016,정상회원,광주-오포읍,여,32.0,미신청,.,normal,5.0,2022-09-16,62698.0,30대
1470039232,정상회원,수지구-신봉동,여,41.0,미신청,.,normal,1.0,2022-09-12,9955.0,40대
1470681408,정상회원,분당구-판교동,여,46.0,미신청,.,normal,1.0,2022-05-10,2680.0,40대
1471123136,정상회원,수지구-풍덕천동,여,33.0,미신청,.,normal,14.0,2022-07-22,24122.0,30대
1471143552,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,5.0,2022-09-27,73417.0,40대
1471297600,정상회원,수원 영통구-기타,여,28.0,미신청,.,normal,3.0,2022-08-31,29481.0,20대
1471440512,정상회원,서울 강남구-기타,여,63.0,미신청,.,normal,1.0,2022-05-09,7083.0,60대
147156672,정상회원,분당구-야탑동,여,78.0,미신청,수신,normal,6.0,2022-09-03,42308.0,70대
1471694784,정상회원,수지구-동천동,여,44.0,미신청,.,normal,3.0,2022-07-03,34076.0,40대
1471704064,정상회원,수지구-풍덕천동,여,61.0,미신청,.,normal,22.0,2022-10-10,254122.0,60대
1471852544,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,11.0,2022-04-15,91553.0,30대
147210496,정상회원,기타-기타,여,51.0,미신청,.,normal,17.0,2022-02-23,300657.0,50대
1472104960,정상회원,수지구-동천동,여,38.0,미신청,.,normal,12.0,2022-10-28,149898.0,30대
1472355520,정상회원,수지구-신봉동,여,32.0,미신청,수신,normal,97.0,2022-10-30,693405.0,30대
1473248256,정상회원,기흥구-보정동,여,34.0,미신청,수신,normal,110.0,2022-10-30,1100784.0,30대
1473472832,정상회원,수원 영통구-기타,여,42.0,미신청,.,normal,7.0,2022-01-11,98974.0,40대
147355264,정상회원,수지구-상현동,남,55.0,미신청,.,normal,2.0,2022-08-20,51402.0,50대
1473569344,정상회원,수지구-풍덕천동,여,35.0,신청,.,normal,34.0,2022-10-30,452587.0,30대
1473651008,정상회원,수지구-풍덕천동,여,36.0,미신청,.,normal,13.0,2022-10-03,171978.0,30대
147371968,정상회원,수지구-상현동,여,65.0,미신청,.,normal,9.0,2022-05-17,64516.0,60대
1474014784,정상회원,수지구-상현동,여,37.0,신청,.,normal,58.0,2022-10-01,555563.0,30대
1474051904,정상회원,수지구-동천동,여,45.0,미신청,.,normal,2.0,2022-06-05,49774.0,40대
147407232,정상회원,분당구-서현동,여,57.0,미신청,.,normal,21.0,2022-06-22,221402.0,50대
1474224512,정상회원,수지구-풍덕천동,남,37.0,미신청,.,normal,27.0,2022-10-23,283143.0,30대
1474283904,정상회원,수지구-성복동,여,36.0,미신청,.,normal,15.0,2022-10-24,210394.0,30대
1474345152,정상회원,수지구-상현동,여,45.0,미신청,.,normal,1.0,2022-08-23,88063.0,40대
1474497344,정상회원,수지구-상현동,여,42.0,미신청,.,normal,4.0,2022-10-24,32928.0,40대
1474541888,정상회원,수지구-상현동,여,41.0,미신청,.,normal,9.0,2022-09-18,92658.0,40대
1474560448,정상회원,분당구-서현동,여,36.0,미신청,.,normal,4.0,2022-03-18,32163.0,30대
1474734912,정상회원,수정구-기타,여,62.0,미신청,.,normal,11.0,2022-08-20,19716.0,60대
1474870400,정상회원,수지구-성복동,여,34.0,미신청,.,normal,6.0,2022-07-27,143965.0,30대
1474985472,정상회원,수지구-동천동,여,53.0,미신청,.,normal,31.0,2022-10-01,240830.0,50대
1475078272,정상회원,기타-기타,여,32.0,미신청,.,normal,2.0,2022-07-06,10147.0,30대
1475141376,정상회원,수지구-풍덕천동,남,59.0,미신청,.,normal,2.0,2022-06-10,43266.0,50대
147516736,정상회원,수지구-상현동,여,64.0,미신청,.,VIP,107.0,2022-10-28,918634.0,60대
1475193344,정상회원,수원 영통구-기타,여,40.0,미신청,.,normal,8.0,2022-08-18,84425.0,40대
1475239744,정상회원,기타-기타,여,39.0,미신청,.,normal,9.0,2022-10-24,33979.0,30대
1475700032,정상회원,기흥구-상하동,여,55.0,미신청,.,normal,1.0,2022-09-22,8423.0,50대
1475835520,정상회원,수지구-동천동,여,48.0,미신청,.,normal,7.0,2022-02-25,34077.0,40대
1476030400,정상회원,기타-기타,여,36.0,미신청,.,normal,1.0,2022-08-04,7083.0,30대
1476112064,정상회원,수지구-동천동,여,50.0,미신청,.,normal,20.0,2022-10-26,274625.0,50대
1476143616,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,17.0,2022-09-05,144730.0,30대
1476648448,정상회원,수지구-상현동,여,36.0,미신청,.,normal,36.0,2022-10-26,244566.0,30대
1476694848,정상회원,수지구-성복동,여,57.0,미신청,.,normal,3.0,2022-09-08,136115.0,50대
1476770944,정상회원,수지구-신봉동,여,37.0,미신청,.,normal,127.0,2022-10-28,1102377.0,30대
1477021504,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,33.0,2022-10-16,300275.0,40대
147735744,정상회원,수지구-성복동,여,55.0,미신청,.,normal,10.0,2022-09-20,119939.0,50대
1477656256,정상회원,기타-기타,남,35.0,미신청,.,normal,3.0,2022-01-21,22782.0,30대
1477776896,정상회원,수지구-풍덕천동,여,30.0,미신청,.,normal,42.0,2022-10-21,358907.0,30대
1478268736,정상회원,수지구-동천동,여,53.0,신청,.,normal,42.0,2022-10-01,590402.0,50대
1478313280,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,55.0,2022-10-25,360768.0,40대
1478348544,정상회원,수지구-풍덕천동,여,42.0,미신청,수신,normal,4.0,2022-06-22,65717.0,40대
1478489600,정상회원,수지구-풍덕천동,여,68.0,신청,.,normal,74.0,2022-10-28,775811.0,60대
1478552704,정상회원,수지구-동천동,여,34.0,미신청,.,normal,1.0,2022-09-08,10912.0,30대
1478608384,정상회원,수지구-신봉동,남,45.0,미신청,.,normal,31.0,2022-10-20,270796.0,40대
1478656640,정상회원,수지구-풍덕천동,여,58.0,미신청,.,normal,1.0,2022-04-10,34459.0,50대
1478812544,정상회원,화성-기타,여,38.0,미신청,.,normal,2.0,2022-08-07,32545.0,30대
1478962880,정상회원,기흥구-보정동,여,37.0,미신청,수신,normal,3.0,2022-08-13,22973.0,30대
1479133632,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,35.0,2022-07-24,273667.0,40대
1479170752,정상회원,수지구-풍덕천동,남,78.0,미신청,.,VIP,143.0,2022-10-30,2093036.0,70대
1479387904,정상회원,수지구-풍덕천동,여,34.0,미신청,.,normal,1.0,2022-02-11,7083.0,30대
1479527104,정상회원,수지구-상현동,여,66.0,미신청,.,normal,1.0,2022-01-05,13784.0,60대
1479566080,정상회원,수지구-풍덕천동,여,78.0,미신청,.,normal,3.0,2022-05-30,82894.0,70대
1479623616,정상회원,수지구-상현동,여,59.0,미신청,.,normal,17.0,2022-07-18,200821.0,50대
1479749824,정상회원,수지구-신봉동,여,31.0,미신청,.,normal,25.0,2022-03-09,390273.0,30대
1479915008,정상회원,수지구-풍덕천동,여,37.0,미신청,.,normal,11.0,2022-10-22,120130.0,30대
1480115456,정상회원,수지구-동천동,남,39.0,미신청,수신,normal,89.0,2022-10-28,845398.0,30대
1480143296,정상회원,수지구-풍덕천동,여,35.0,미신청,.,normal,1.0,2022-04-26,3446.0,30대
1480276928,정상회원,화성-기타,여,49.0,미신청,.,normal,12.0,2022-09-14,223698.0,40대
1480469952,정상회원,수지구-풍덕천동,여,52.0,신청,.,normal,81.0,2022-10-28,715753.0,50대
1480796608,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,2.0,2022-07-19,22973.0,40대
1480872704,정상회원,수지구-풍덕천동,여,46.0,신청,.,normal,62.0,2022-09-22,680763.0,40대
1481052736,정상회원,수지구-상현동,여,52.0,미신청,.,normal,1.0,2022-01-01,11104.0,50대
1481100992,정상회원,수지구-풍덕천동,여,47.0,미신청,수신,normal,55.0,2022-10-28,549748.0,40대
1481138112,정상회원,기흥구-보정동,여,46.0,미신청,.,normal,25.0,2022-09-26,206947.0,40대
1481191936,정상회원,수지구-상현동,여,33.0,미신청,.,normal,21.0,2022-08-26,125489.0,30대
1481540864,정상회원,수지구-성복동,여,37.0,미신청,.,normal,12.0,2022-10-27,74280.0,30대
1481707904,정상회원,분당구-정자동,여,40.0,미신청,.,normal,3.0,2022-04-13,35608.0,40대
1481711616,정상회원,수지구-풍덕천동,여,42.0,미신청,.,normal,13.0,2022-09-26,77440.0,40대
1481726464,정상회원,수지구-동천동,여,40.0,미신청,.,normal,3.0,2022-01-04,17612.0,40대
148177472,탈퇴,수지구-풍덕천동,여,47.0,미신청,.,normal,16.0,2022-04-08,188978.0,40대
1481798848,정상회원,기타-기타,여,38.0,미신청,.,normal,2.0,2022-09-19,7083.0,30대
1481952896,정상회원,기타-기타,여,44.0,미신청,.,normal,7.0,2022-06-30,88254.0,40대
1482140352,정상회원,수지구-상현동,여,37.0,미신청,.,normal,6.0,2022-08-08,86245.0,30대
1482229440,정상회원,수지구-상현동,여,49.0,미신청,수신,normal,59.0,2022-10-30,540250.0,40대
